step,top_ratio,fcc_mean,fcc_min,dnc1_m,bulk_max,top9_max
10,2.1154206151993775,0.18437587266949887,0.14581580734673794,73.2593443595233,0.07341443335966957,0.1605807356772519
30,2.082188092785083,0.47054457126172206,0.41007582422868005,17.249168844204938,0.08125095213155434,0.18058604959091878
100,1.6556449108318987,0.8198688190234149,0.8003270120454185,0.020490396477486707,0.0986246247760778,0.251864534441767
300,1.2833251569804214,0.9581290274901142,0.9510811409549814,2.3565396658583687e-05,0.00947396615241066,0.19192317813359552
1000,1.0182910576582158,0.9997371817195015,0.9996908524803823,2.3766840949612413e-13,2.220966792538448e-06,0.16466756559406656
3000,1.0000060855131252,0.9999999999642417,0.9999999999583549,2.0676531132170515e-32,9.187321021134835e-17,0.16324302895260523
10000,1.0000000000000069,1.0,0.9999999999999996,1.40257176334463e-31,1.719475340590108e-16,0.16324256978057966
30000,1.0000000000000084,1.0,0.9999999999999997,8.935713563889447e-32,1.0978124630267062e-16,0.1632425697805798
